Meta Data,Time Series (5min)
"Intraday (5min) open, high, low, close prices and volume",
SPY,
2009-01-30 19:55:00,
5min,
Full size,
US/Eastern,
,"{'1. open': '67.7590', '2. high': '67.8510', '3. low': '67.4370', '4. close': '67.5640', '5. volume': '3757820'}"
,"{'1. open': '68.0370', '2. high': '68.1220', '3. low': '67.5870', '4. close': '67.6620', '5. volume': '5285778'}"
,"{'1. open': '68.0820', '2. high': '68.2350', '3. low': '67.8640', '4. close': '67.9390', '5. volume': '2475808'}"
,"{'1. open': '68.0370', '2. high': '68.2050', '3. low': '67.8620', '4. close': '67.9920', '5. volume': '3061491'}"
,"{'1. open': '68.0590', '2. high': '68.1300', '3. low': '67.7740', '4. close': '67.9390', '5. volume': '3100270'}"
,"{'1. open': '68.2020', '2. high': '68.3250', '3. low': '67.8270', '4. close': '67.9690', '5. volume': '4339119'}"
,"{'1. open': '68.0370', '2. high': '68.2880', '3. low': '67.8320', '4. close': '68.1120', '5. volume': '2614655'}"
,"{'1. open': '68.0670', '2. high': '68.1450', '3. low': '67.7670', '4. close': '67.9390', '5. volume': '2327480'}"
,"{'1. open': '68.0520', '2. high': '68.2350', '3. low': '67.8490', '4. close': '67.9770', '5. volume': '2082392'}"
,"{'1. open': '67.9760', '2. high': '68.1450', '3. low': '67.7890', '4. close': '67.9620', '5. volume': '3269426'}"
,"{'1. open': '67.8940', '2. high': '68.1520', '3. low': '67.7070', '4. close': '67.8790', '5. volume': '5000193'}"
,"{'1. open': '67.7660', '2. high': '67.9940', '3. low': '67.5790', '4. close': '67.7970', '5. volume': '3996370'}"
,"{'1. open': '67.7280', '2. high': '67.8510', '3. low': '67.4290', '4. close': '67.6840', '5. volume': '3122553'}"
,"{'1. open': '67.5630', '2. high': '67.8440', '3. low': '67.3390', '4. close': '67.6470', '5. volume': '3553242'}"
,"{'1. open': '67.4430', '2. high': '67.6860', '3. low': '67.2490', '4. close': '67.4740', '5. volume': '3027894'}"
,"{'1. open': '67.6310', '2. high': '67.7380', '3. low': '67.2420', '4. close': '67.3460', '5. volume': '3714233'}"
,"{'1. open': '67.6980', '2. high': '67.8510', '3. low': '67.4520', '4. close': '67.5410', '5. volume': '2803809'}"
,"{'1. open': '67.5330', '2. high': '67.8290', '3. low': '67.3020', '4. close': '67.6090', '5. volume': '2990910'}"
,"{'1. open': '67.5700', '2. high': '67.6780', '3. low': '67.3320', '4. close': '67.4440', '5. volume': '3230157'}"
,"{'1. open': '67.5780', '2. high': '67.7160', '3. low': '67.2640', '4. close': '67.4810', '5. volume': '3938352'}"
,"{'1. open': '67.6980', '2. high': '67.7760', '3. low': '67.3320', '4. close': '67.4890', '5. volume': '3886466'}"
,"{'1. open': '67.8640', '2. high': '68.0170', '3. low': '67.5120', '4. close': '67.6160', '5. volume': '4162599'}"
,"{'1. open': '67.7580', '2. high': '68.0090', '3. low': '67.4740', '4. close': '67.7740', '5. volume': '5246472'}"
,"{'1. open': '67.7430', '2. high': '67.9110', '3. low': '67.4890', '4. close': '67.6690', '5. volume': '3526664'}"
,"{'1. open': '67.7730', '2. high': '67.9940', '3. low': '67.5270', '4. close': '67.6540', '5. volume': '3854804'}"
,"{'1. open': '67.7960', '2. high': '67.9190', '3. low': '67.5870', '4. close': '67.6840', '5. volume': '298476'}"
,"{'1. open': '67.7280', '2. high': '67.8740', '3. low': '67.5490', '4. close': '67.7140', '5. volume': '155775'}"
,"{'1. open': '67.7280', '2. high': '67.8290', '3. low': '67.5570', '4. close': '67.6540', '5. volume': '39394'}"
,"{'1. open': '67.6680', '2. high': '67.7990', '3. low': '67.4890', '4. close': '67.6390', '5. volume': '64414'}"
,"{'1. open': '67.6910', '2. high': '67.7910', '3. low': '67.4970', '4. close': '67.5860', '5. volume': '76490'}"
,"{'1. open': '67.6910', '2. high': '67.7840', '3. low': '67.4970', '4. close': '67.5860', '5. volume': '240610'}"
,"{'1. open': '67.7210', '2. high': '67.8360', '3. low': '67.5270', '4. close': '67.6090', '5. volume': '270557'}"
,"{'1. open': '67.7430', '2. high': '67.8210', '3. low': '67.5270', '4. close': '67.6310', '5. volume': '257253'}"
,"{'1. open': '67.6610', '2. high': '67.8290', '3. low': '67.4740', '4. close': '67.6540', '5. volume': '200817'}"
,"{'1. open': '67.5400', '2. high': '67.7530', '3. low': '67.3770', '4. close': '67.5640', '5. volume': '173155'}"
,"{'1. open': '67.6160', '2. high': '67.7100', '3. low': '67.3170', '4. close': '67.4440', '5. volume': '448612'}"
,"{'1. open': '67.3900', '2. high': '67.7760', '3. low': '67.2270', '4. close': '67.5260', '5. volume': '914479'}"
,"{'1. open': '67.4050', '2. high': '67.5650', '3. low': '67.1970', '4. close': '67.3010', '5. volume': '146906'}"
,"{'1. open': '67.3600', '2. high': '67.5050', '3. low': '67.1820', '4. close': '67.3160', '5. volume': '183867'}"
,"{'1. open': '67.5100', '2. high': '67.5800', '3. low': '67.1290', '4. close': '67.2640', '5. volume': '757112'}"
,"{'1. open': '67.5630', '2. high': '67.9110', '3. low': '67.3470', '4. close': '67.4360', '5. volume': '171094'}"
,"{'1. open': '67.6230', '2. high': '67.7410', '3. low': '67.3620', '4. close': '67.4810', '5. volume': '143405'}"
,"{'1. open': '67.5250', '2. high': '67.7010', '3. low': '67.3320', '4. close': '67.5410', '5. volume': '1038591'}"
,"{'1. open': '67.5700', '2. high': '67.6410', '3. low': '67.2870', '4. close': '67.4290', '5. volume': '132871'}"
,"{'1. open': '67.4950', '2. high': '67.6560', '3. low': '67.3320', '4. close': '67.4740', '5. volume': '16514'}"
,"{'1. open': '67.6460', '2. high': '67.8590', '3. low': '67.2940', '4. close': '67.4060', '5. volume': '160585'}"
,"{'1. open': '67.6460', '2. high': '67.7610', '3. low': '67.3990', '4. close': '67.5640', '5. volume': '194434'}"
,"{'1. open': '67.7280', '2. high': '67.7990', '3. low': '67.4520', '4. close': '67.6010', '5. volume': '432609'}"
,"{'1. open': '68.0820', '2. high': '68.1520', '3. low': '67.4820', '4. close': '67.6010', '5. volume': '348731'}"
,"{'1. open': '68.0740', '2. high': '68.1750', '3. low': '67.8790', '4. close': '67.9990', '5. volume': '6623'}"
,"{'1. open': '68.1570', '2. high': '68.2280', '3. low': '67.8790', '4. close': '67.9770', '5. volume': '12262'}"
,"{'1. open': '68.2240', '2. high': '68.2950', '3. low': '67.9990', '4. close': '68.0740', '5. volume': '279207'}"
,"{'1. open': '68.2620', '2. high': '68.3330', '3. low': '68.0520', '4. close': '68.1340', '5. volume': '20369'}"
,"{'1. open': '68.2920', '2. high': '68.4230', '3. low': '68.0890', '4. close': '68.1640', '5. volume': '23007'}"
,"{'1. open': '68.1570', '2. high': '68.3250', '3. low': '67.9920', '4. close': '68.1640', '5. volume': '22069'}"
,"{'1. open': '68.1490', '2. high': '68.2200', '3. low': '67.9840', '4. close': '68.0590', '5. volume': '300'}"
,"{'1. open': '68.1570', '2. high': '68.2280', '3. low': '67.9920', '4. close': '68.0670', '5. volume': '167'}"
,"{'1. open': '68.2090', '2. high': '68.2800', '3. low': '68.0140', '4. close': '68.0890', '5. volume': '8300'}"
,"{'1. open': '68.1040', '2. high': '68.1750', '3. low': '67.9390', '4. close': '68.0140', '5. volume': '400'}"
,"{'1. open': '68.0520', '2. high': '68.1220', '3. low': '67.8870', '4. close': '67.9620', '5. volume': '100'}"
,"{'1. open': '67.9390', '2. high': '68.0090', '3. low': '67.7670', '4. close': '67.8420', '5. volume': '5000'}"
,"{'1. open': '67.9390', '2. high': '68.0090', '3. low': '67.7740', '4. close': '67.8490', '5. volume': '100'}"
,"{'1. open': '67.8940', '2. high': '67.9640', '3. low': '67.7290', '4. close': '67.8040', '5. volume': '100'}"
,"{'1. open': '67.8030', '2. high': '67.9340', '3. low': '67.6390', '4. close': '67.7740', '5. volume': '600'}"
,"{'1. open': '67.8030', '2. high': '67.8740', '3. low': '67.6390', '4. close': '67.7140', '5. volume': '160'}"
,"{'1. open': '67.8190', '2. high': '67.8890', '3. low': '67.6540', '4. close': '67.7290', '5. volume': '100'}"
,"{'1. open': '67.8790', '2. high': '67.9490', '3. low': '67.7140', '4. close': '67.7890', '5. volume': '2000'}"
,"{'1. open': '68.0370', '2. high': '68.1070', '3. low': '67.8640', '4. close': '67.9390', '5. volume': '200'}"
,"{'1. open': '68.0890', '2. high': '68.1600', '3. low': '67.9240', '4. close': '67.9990', '5. volume': '100'}"
,"{'1. open': '68.1640', '2. high': '68.2350', '3. low': '67.9990', '4. close': '68.0740', '5. volume': '10000'}"
,"{'1. open': '68.1870', '2. high': '68.2580', '3. low': '68.0220', '4. close': '68.0970', '5. volume': '100'}"
,"{'1. open': '68.3370', '2. high': '68.4080', '3. low': '68.1720', '4. close': '68.2470', '5. volume': '400'}"
,"{'1. open': '68.3220', '2. high': '68.3930', '3. low': '68.1570', '4. close': '68.2320', '5. volume': '700'}"
,"{'1. open': '68.2920', '2. high': '68.4310', '3. low': '68.1270', '4. close': '68.2700', '5. volume': '1800'}"
,"{'1. open': '68.3070', '2. high': '68.3930', '3. low': '68.1270', '4. close': '68.2170', '5. volume': '17800'}"
,"{'1. open': '68.3070', '2. high': '68.3780', '3. low': '68.1340', '4. close': '68.2100', '5. volume': '4212'}"
,"{'1. open': '68.3070', '2. high': '68.3780', '3. low': '68.1270', '4. close': '68.2020', '5. volume': '4600'}"
,"{'1. open': '68.3300', '2. high': '68.4010', '3. low': '68.1570', '4. close': '68.2320', '5. volume': '1600'}"
,"{'1. open': '68.3600', '2. high': '68.4460', '3. low': '68.1640', '4. close': '68.2470', '5. volume': '4578'}"
,"{'1. open': '68.3820', '2. high': '68.4610', '3. low': '68.2170', '4. close': '68.2920', '5. volume': '5300'}"
,"{'1. open': '68.3450', '2. high': '68.4530', '3. low': '68.1790', '4. close': '68.2770', '5. volume': '1400'}"
,"{'1. open': '68.3670', '2. high': '68.4380', '3. low': '68.1940', '4. close': '68.2700', '5. volume': '600'}"
,"{'1. open': '68.3450', '2. high': '68.4380', '3. low': '68.1790', '4. close': '68.2770', '5. volume': '2800'}"
,"{'1. open': '68.2920', '2. high': '68.4230', '3. low': '68.1270', '4. close': '68.2620', '5. volume': '11140'}"
,"{'1. open': '68.2920', '2. high': '68.3630', '3. low': '68.1270', '4. close': '68.2020', '5. volume': '22128'}"
,"{'1. open': '68.2920', '2. high': '68.3630', '3. low': '68.1190', '4. close': '68.2020', '5. volume': '1118'}"
,"{'1. open': '68.3150', '2. high': '68.3860', '3. low': '68.1270', '4. close': '68.2020', '5. volume': '8849'}"
,"{'1. open': '68.3150', '2. high': '68.3930', '3. low': '68.1340', '4. close': '68.2250', '5. volume': '11506'}"
,"{'1. open': '68.3150', '2. high': '68.3860', '3. low': '68.1270', '4. close': '68.2250', '5. volume': '15476'}"
,"{'1. open': '68.2920', '2. high': '68.4160', '3. low': '68.1190', '4. close': '68.2550', '5. volume': '1100'}"
,"{'1. open': '68.2850', '2. high': '68.3550', '3. low': '68.1040', '4. close': '68.1950', '5. volume': '1131'}"
,"{'1. open': '68.3070', '2. high': '68.3860', '3. low': '68.1190', '4. close': '68.1950', '5. volume': '26783'}"
,"{'1. open': '68.3150', '2. high': '68.3860', '3. low': '68.1420', '4. close': '68.2170', '5. volume': '730'}"
,"{'1. open': '68.3150', '2. high': '68.3860', '3. low': '68.1340', '4. close': '68.2170', '5. volume': '4400'}"
,"{'1. open': '68.3520', '2. high': '68.4230', '3. low': '68.1270', '4. close': '68.2320', '5. volume': '13152'}"
,"{'1. open': '68.3750', '2. high': '68.4610', '3. low': '68.1940', '4. close': '68.2700', '5. volume': '7400'}"
,"{'1. open': '68.3820', '2. high': '68.4530', '3. low': '68.1870', '4. close': '68.2620', '5. volume': '31717'}"
,"{'1. open': '68.3670', '2. high': '68.4530', '3. low': '68.2020', '4. close': '68.2920', '5. volume': '8843'}"
,"{'1. open': '68.3900', '2. high': '68.4610', '3. low': '68.2020', '4. close': '68.2770', '5. volume': '7504'}"
,"{'1. open': '68.3820', '2. high': '68.4760', '3. low': '68.2170', '4. close': '68.3000', '5. volume': '209084'}"
,"{'1. open': '68.4050', '2. high': '68.4760', '3. low': '68.2090', '4. close': '68.2850', '5. volume': '15815'}"
,"{'1. open': '68.4200', '2. high': '68.5130', '3. low': '68.1940', '4. close': '68.3520', '5. volume': '41435'}"
,"{'1. open': '68.3820', '2. high': '68.4910', '3. low': '68.1870', '4. close': '68.3300', '5. volume': '13459'}"
,"{'1. open': '68.4050', '2. high': '68.4760', '3. low': '68.1940', '4. close': '68.2770', '5. volume': '18969'}"
,"{'1. open': '68.4050', '2. high': '68.4760', '3. low': '68.2320', '4. close': '68.3150', '5. volume': '16833'}"
,"{'1. open': '68.3820', '2. high': '68.4760', '3. low': '68.2090', '4. close': '68.2850', '5. volume': '25673'}"
,"{'1. open': '68.3970', '2. high': '68.4680', '3. low': '68.2020', '4. close': '68.2850', '5. volume': '3000'}"
,"{'1. open': '68.3820', '2. high': '68.4910', '3. low': '68.2090', '4. close': '68.2850', '5. volume': '19411'}"
,"{'1. open': '68.4050', '2. high': '68.4980', '3. low': '68.2090', '4. close': '68.2920', '5. volume': '25620'}"
,"{'1. open': '68.4050', '2. high': '68.4830', '3. low': '68.2240', '4. close': '68.3070', '5. volume': '25100'}"
,"{'1. open': '68.3220', '2. high': '68.5130', '3. low': '68.1570', '4. close': '68.3150', '5. volume': '211044'}"
,"{'1. open': '68.2540', '2. high': '68.4160', '3. low': '68.0890', '4. close': '68.2550', '5. volume': '99984'}"
,"{'1. open': '68.2470', '2. high': '68.3480', '3. low': '68.0820', '4. close': '68.1640', '5. volume': '151505'}"
,"{'1. open': '68.2390', '2. high': '68.3330', '3. low': '68.0740', '4. close': '68.1640', '5. volume': '2028608'}"
,"{'1. open': '68.2700', '2. high': '68.3550', '3. low': '68.0590', '4. close': '68.1340', '5. volume': '28868'}"
,"{'1. open': '68.2540', '2. high': '68.3400', '3. low': '68.0590', '4. close': '68.1640', '5. volume': '1088065'}"
,"{'1. open': '68.2390', '2. high': '68.3250', '3. low': '67.9540', '4. close': '68.1640', '5. volume': '7083454'}"
,"{'1. open': '68.2700', '2. high': '68.5130', '3. low': '67.7670', '4. close': '68.1570', '5. volume': '1329843'}"
,"{'1. open': '68.2170', '2. high': '68.3700', '3. low': '67.9620', '4. close': '68.1800', '5. volume': '2061281'}"
,"{'1. open': '68.2240', '2. high': '68.3100', '3. low': '68.0220', '4. close': '68.1270', '5. volume': '413433'}"
,"{'1. open': '68.1870', '2. high': '68.3640', '3. low': '67.9540', '4. close': '68.1270', '5. volume': '9536466'}"
,"{'1. open': '67.9540', '2. high': '68.2950', '3. low': '67.7740', '4. close': '68.0890', '5. volume': '7287539'}"
,"{'1. open': '67.9090', '2. high': '68.0690', '3. low': '67.6770', '4. close': '67.8640', '5. volume': '5932245'}"
,"{'1. open': '67.9990', '2. high': '68.1150', '3. low': '67.7370', '4. close': '67.8190', '5. volume': '5088870'}"
,"{'1. open': '67.9690', '2. high': '68.1000', '3. low': '67.7140', '4. close': '67.9090', '5. volume': '4669028'}"
,"{'1. open': '68.1640', '2. high': '68.2950', '3. low': '67.7970', '4. close': '67.8870', '5. volume': '6012006'}"
,"{'1. open': '68.1340', '2. high': '68.3550', '3. low': '67.9470', '4. close': '68.0810', '5. volume': '5666224'}"
,"{'1. open': '68.1190', '2. high': '68.2350', '3. low': '67.8340', '4. close': '68.0370', '5. volume': '4376102'}"
,"{'1. open': '68.0440', '2. high': '68.2350', '3. low': '67.8190', '4. close': '68.0290', '5. volume': '3711006'}"
,"{'1. open': '67.9240', '2. high': '68.1220', '3. low': '67.6990', '4. close': '67.9470', '5. volume': '3323015'}"
,"{'1. open': '67.8620', '2. high': '68.0390', '3. low': '67.6840', '4. close': '67.8270', '5. volume': '3385828'}"
,"{'1. open': '68.0670', '2. high': '68.1450', '3. low': '67.6390', '4. close': '67.7740', '5. volume': '5837853'}"
,"{'1. open': '68.1040', '2. high': '68.2200', '3. low': '67.8640', '4. close': '67.9690', '5. volume': '3072568'}"
,"{'1. open': '68.1870', '2. high': '68.2580', '3. low': '67.9090', '4. close': '68.0140', '5. volume': '2307142'}"
,"{'1. open': '68.1720', '2. high': '68.2580', '3. low': '67.8940', '4. close': '68.0970', '5. volume': '4065489'}"
,"{'1. open': '68.3000', '2. high': '68.3700', '3. low': '67.9540', '4. close': '68.0740', '5. volume': '2799071'}"
,"{'1. open': '68.2170', '2. high': '68.4160', '3. low': '67.9470', '4. close': '68.2020', '5. volume': '4462375'}"
,"{'1. open': '68.2320', '2. high': '68.3930', '3. low': '67.9840', '4. close': '68.1270', '5. volume': '4254172'}"
,"{'1. open': '68.2540', '2. high': '68.3860', '3. low': '67.9770', '4. close': '68.1340', '5. volume': '4244471'}"
,"{'1. open': '68.2470', '2. high': '68.3930', '3. low': '67.9920', '4. close': '68.1640', '5. volume': '2940603'}"
,"{'1. open': '68.2700', '2. high': '68.4310', '3. low': '68.0370', '4. close': '68.1640', '5. volume': '3053451'}"
,"{'1. open': '68.4270', '2. high': '68.5290', '3. low': '68.1040', '4. close': '68.1800', '5. volume': '2489737'}"
,"{'1. open': '68.4050', '2. high': '68.5290', '3. low': '68.1420', '4. close': '68.3370', '5. volume': '3268408'}"
,"{'1. open': '68.3670', '2. high': '68.4910', '3. low': '68.1720', '4. close': '68.3080', '5. volume': '1671965'}"
,"{'1. open': '68.3670', '2. high': '68.5210', '3. low': '68.1490', '4. close': '68.2850', '5. volume': '2795931'}"
,"{'1. open': '68.5480', '2. high': '68.6260', '3. low': '68.1870', '4. close': '68.2770', '5. volume': '3291569'}"
,"{'1. open': '68.5930', '2. high': '68.6790', '3. low': '68.3070', '4. close': '68.4640', '5. volume': '2215891'}"
,"{'1. open': '68.6080', '2. high': '68.7240', '3. low': '68.3590', '4. close': '68.4990', '5. volume': '2632436'}"
,"{'1. open': '68.8930', '2. high': '68.9720', '3. low': '68.4190', '4. close': '68.5020', '5. volume': '3081832'}"
,"{'1. open': '68.8930', '2. high': '69.0030', '3. low': '68.7040', '4. close': '68.8030', '5. volume': '787679'}"
,"{'1. open': '68.8480', '2. high': '69.0400', '3. low': '68.6220', '4. close': '68.8030', '5. volume': '1872944'}"
,"{'1. open': '68.7880', '2. high': '68.9650', '3. low': '68.6220', '4. close': '68.7650', '5. volume': '2339753'}"
,"{'1. open': '68.8780', '2. high': '68.9880', '3. low': '68.6070', '4. close': '68.6970', '5. volume': '1710379'}"
,"{'1. open': '68.7730', '2. high': '68.9880', '3. low': '68.5690', '4. close': '68.7880', '5. volume': '1878696'}"
,"{'1. open': '68.8030', '2. high': '68.9200', '3. low': '68.5620', '4. close': '68.6810', '5. volume': '1679126'}"
,"{'1. open': '68.7360', '2. high': '68.9120', '3. low': '68.5390', '4. close': '68.7130', '5. volume': '1646977'}"
,"{'1. open': '68.7130', '2. high': '68.8140', '3. low': '68.4870', '4. close': '68.6450', '5. volume': '1674104'}"
,"{'1. open': '68.7960', '2. high': '68.8900', '3. low': '68.5020', '4. close': '68.6150', '5. volume': '1312518'}"
,"{'1. open': '68.8630', '2. high': '68.9420', '3. low': '68.6070', '4. close': '68.7050', '5. volume': '1085205'}"
,"{'1. open': '68.9010', '2. high': '69.0400', '3. low': '68.6520', '4. close': '68.7730', '5. volume': '2274062'}"
,"{'1. open': '68.9460', '2. high': '69.0480', '3. low': '68.6820', '4. close': '68.8100', '5. volume': '1559081'}"
,"{'1. open': '68.8630', '2. high': '69.0480', '3. low': '68.6740', '4. close': '68.8550', '5. volume': '1617230'}"
,"{'1. open': '68.8780', '2. high': '68.9570', '3. low': '68.6370', '4. close': '68.7800', '5. volume': '953447'}"
,"{'1. open': '68.8480', '2. high': '68.9720', '3. low': '68.6590', '4. close': '68.7880', '5. volume': '1091428'}"
,"{'1. open': '69.0510', '2. high': '69.1300', '3. low': '68.6520', '4. close': '68.7650', '5. volume': '2406098'}"
,"{'1. open': '69.0440', '2. high': '69.2280', '3. low': '68.8020', '4. close': '68.9600', '5. volume': '2016841'}"
,"{'1. open': '69.0510', '2. high': '69.1610', '3. low': '68.7870', '4. close': '68.9530', '5. volume': '1476698'}"
,"{'1. open': '69.0060', '2. high': '69.1760', '3. low': '68.8170', '4. close': '68.9680', '5. volume': '1675525'}"
,"{'1. open': '69.1640', '2. high': '69.2430', '3. low': '68.7790', '4. close': '68.9160', '5. volume': '3109059'}"
,"{'1. open': '69.2170', '2. high': '69.2960', '3. low': '68.9520', '4. close': '69.0730', '5. volume': '1623866'}"
,"{'1. open': '69.1720', '2. high': '69.3110', '3. low': '68.9290', '4. close': '69.1250', '5. volume': '2726076'}"
,"{'1. open': '69.1040', '2. high': '69.2960', '3. low': '68.9220', '4. close': '69.0800', '5. volume': '2648058'}"
,"{'1. open': '68.9840', '2. high': '69.2210', '3. low': '68.7940', '4. close': '69.0050', '5. volume': '2499934'}"
,"{'1. open': '68.9690', '2. high': '69.0780', '3. low': '68.7040', '4. close': '68.8890', '5. volume': '1600598'}"
,"{'1. open': '68.8860', '2. high': '69.1000', '3. low': '68.7120', '4. close': '68.8780', '5. volume': '1976921'}"
,"{'1. open': '68.9160', '2. high': '69.0400', '3. low': '68.6370', '4. close': '68.7950', '5. volume': '2212853'}"
,"{'1. open': '68.7880', '2. high': '69.0030', '3. low': '68.5690', '4. close': '68.8250', '5. volume': '1698611'}"
,"{'1. open': '68.8780', '2. high': '69.0400', '3. low': '68.6220', '4. close': '68.6970', '5. volume': '1403233'}"
,"{'1. open': '68.9080', '2. high': '69.0250', '3. low': '68.6670', '4. close': '68.7880', '5. volume': '2317671'}"
,"{'1. open': '68.8860', '2. high': '69.0630', '3. low': '68.6970', '4. close': '68.8250', '5. volume': '2366589'}"
,"{'1. open': '68.7810', '2. high': '69.0330', '3. low': '68.5090', '4. close': '68.7950', '5. volume': '3407309'}"
,"{'1. open': '68.7280', '2. high': '68.9050', '3. low': '68.4720', '4. close': '68.6900', '5. volume': '1787022'}"
,"{'1. open': '68.7730', '2. high': '68.8600', '3. low': '68.4270', '4. close': '68.6300', '5. volume': '3097937'}"
,"{'1. open': '68.8260', '2. high': '68.9650', '3. low': '68.5840', '4. close': '68.6900', '5. volume': '2211904'}"
,"{'1. open': '68.7430', '2. high': '68.9570', '3. low': '68.5770', '4. close': '68.7350', '5. volume': '2801123'}"
,"{'1. open': '68.7360', '2. high': '68.9050', '3. low': '68.4640', '4. close': '68.6520', '5. volume': '4021910'}"
,"{'1. open': '68.8330', '2. high': '68.9070', '3. low': '68.4570', '4. close': '68.6370', '5. volume': '3753376'}"
,"{'1. open': '68.7410', '2. high': '68.9120', '3. low': '68.5090', '4. close': '68.7500', '5. volume': '4415758'}"
,"{'1. open': '68.8030', '2. high': '68.9420', '3. low': '68.5320', '4. close': '68.6600', '5. volume': '3499029'}"
,"{'1. open': '68.9760', '2. high': '69.0630', '3. low': '68.5390', '4. close': '68.7130', '5. volume': '4957132'}"
,"{'1. open': '69.1490', '2. high': '69.3040', '3. low': '68.7870', '4. close': '68.8780', '5. volume': '3632370'}"
,"{'1. open': '69.0890', '2. high': '69.2210', '3. low': '68.8240', '4. close': '69.0580', '5. volume': '3524458'}"
,"{'1. open': '69.2170', '2. high': '69.4010', '3. low': '68.8920', '4. close': '69.0050', '5. volume': '2963928'}"
,"{'1. open': '69.3140', '2. high': '69.4090', '3. low': '69.0120', '4. close': '69.1330', '5. volume': '3227708'}"
,"{'1. open': '69.2240', '2. high': '69.4240', '3. low': '69.0230', '4. close': '69.2310', '5. volume': '4670908'}"
,"{'1. open': '69.1260', '2. high': '69.2960', '3. low': '68.8170', '4. close': '69.1330', '5. volume': '4017450'}"
,"{'1. open': '68.9760', '2. high': '69.2360', '3. low': '68.7270', '4. close': '69.0350', '5. volume': '5081988'}"
,"{'1. open': '69.1340', '2. high': '69.3260', '3. low': '68.7570', '4. close': '68.8850', '5. volume': '5160732'}"
,"{'1. open': '69.1640', '2. high': '69.2430', '3. low': '68.8240', '4. close': '69.0430', '5. volume': '5811614'}"
,"{'1. open': '69.1040', '2. high': '69.2360', '3. low': '68.8840', '4. close': '69.0580', '5. volume': '285969'}"
,"{'1. open': '69.1190', '2. high': '69.2210', '3. low': '68.9290', '4. close': '69.0130', '5. volume': '111164'}"
,"{'1. open': '69.0140', '2. high': '69.1980', '3. low': '68.8470', '4. close': '69.0350', '5. volume': '120128'}"
,"{'1. open': '69.0360', '2. high': '69.1680', '3. low': '68.8470', '4. close': '68.9300', '5. volume': '178428'}"
,"{'1. open': '68.9690', '2. high': '69.1150', '3. low': '68.7340', '4. close': '68.9450', '5. volume': '214663'}"
,"{'1. open': '69.2840', '2. high': '69.3640', '3. low': '68.6970', '4. close': '68.8850', '5. volume': '2025753'}"
,"{'1. open': '69.3820', '2. high': '69.4920', '3. low': '69.0720', '4. close': '69.1930', '5. volume': '343207'}"
,"{'1. open': '69.3520', '2. high': '69.4920', '3. low': '69.1770', '4. close': '69.2910', '5. volume': '93816'}"
,"{'1. open': '69.2170', '2. high': '69.4840', '3. low': '69.0340', '4. close': '69.2610', '5. volume': '265322'}"
,"{'1. open': '69.1040', '2. high': '69.3260', '3. low': '68.8990', '4. close': '69.1250', '5. volume': '253322'}"
,"{'1. open': '69.2240', '2. high': '69.2960', '3. low': '68.9220', '4. close': '69.0130', '5. volume': '273560'}"
,"{'1. open': '69.1570', '2. high': '69.3410', '3. low': '68.9520', '4. close': '69.1250', '5. volume': '246634'}"
,"{'1. open': '69.2090', '2. high': '69.3110', '3. low': '68.9440', '4. close': '69.0650', '5. volume': '240468'}"
,"{'1. open': '69.2690', '2. high': '69.4390', '3. low': '69.0190', '4. close': '69.1100', '5. volume': '321753'}"
,"{'1. open': '69.6380', '2. high': '69.7250', '3. low': '69.0120', '4. close': '69.1700', '5. volume': '1024707'}"
,"{'1. open': '69.6380', '2. high': '69.7700', '3. low': '69.4610', '4. close': '69.5530', '5. volume': '188752'}"
,"{'1. open': '69.5620', '2. high': '69.7250', '3. low': '69.3860', '4. close': '69.5460', '5. volume': '54287'}"
,"{'1. open': '69.5320', '2. high': '69.7100', '3. low': '69.3410', '4. close': '69.4710', '5. volume': '94180'}"
,"{'1. open': '69.6380', '2. high': '69.7250', '3. low': '69.3340', '4. close': '69.4560', '5. volume': '55510'}"
,"{'1. open': '69.6680', '2. high': '69.7400', '3. low': '69.4540', '4. close': '69.5610', '5. volume': '7857'}"
,"{'1. open': '69.6530', '2. high': '69.7630', '3. low': '69.4840', '4. close': '69.5910', '5. volume': '10475'}"
,"{'1. open': '69.6380', '2. high': '69.7170', '3. low': '69.4610', '4. close': '69.5530', '5. volume': '5513'}"
,"{'1. open': '69.6380', '2. high': '69.7250', '3. low': '69.4690', '4. close': '69.5610', '5. volume': '9669'}"
,"{'1. open': '69.6600', '2. high': '69.7320', '3. low': '69.4460', '4. close': '69.5310', '5. volume': '13107'}"
,"{'1. open': '69.6600', '2. high': '69.7480', '3. low': '69.4910', '4. close': '69.5830', '5. volume': '8737'}"
,"{'1. open': '69.6680', '2. high': '69.7630', '3. low': '69.4910', '4. close': '69.5830', '5. volume': '64213'}"
,"{'1. open': '69.6680', '2. high': '69.7480', '3. low': '69.4840', '4. close': '69.5610', '5. volume': '50919'}"
,"{'1. open': '69.6450', '2. high': '69.7400', '3. low': '69.4460', '4. close': '69.5680', '5. volume': '90609'}"
,"{'1. open': '69.6530', '2. high': '69.7400', '3. low': '69.4760', '4. close': '69.5760', '5. volume': '1915'}"
,"{'1. open': '69.6830', '2. high': '69.7780', '3. low': '69.4760', '4. close': '69.5610', '5. volume': '37094'}"
,"{'1. open': '69.6530', '2. high': '69.7780', '3. low': '69.4690', '4. close': '69.6130', '5. volume': '52230'}"
