Meta Data,Time Series (5min)
"Intraday (5min) open, high, low, close prices and volume",
SPY,
2009-01-30 19:55:00,
5min,
Full size,
US/Eastern,
,"{'1. open': '60.7980', '2. high': '60.8980', '3. low': '60.5450', '4. close': '60.6570', '5. volume': '510111'}"
,"{'1. open': '60.7450', '2. high': '60.8680', '3. low': '60.5450', '4. close': '60.7100', '5. volume': '495678'}"
,"{'1. open': '60.6770', '2. high': '60.8460', '3. low': '60.5080', '4. close': '60.6720', '5. volume': '630934'}"
,"{'1. open': '60.5190', '2. high': '60.7330', '3. low': '60.3650', '4. close': '60.5900', '5. volume': '351269'}"
,"{'1. open': '60.4440', '2. high': '60.6580', '3. low': '60.2900', '4. close': '60.4400', '5. volume': '971718'}"
,"{'1. open': '60.6320', '2. high': '60.6950', '3. low': '60.2900', '4. close': '60.3650', '5. volume': '767951'}"
,"{'1. open': '60.7750', '2. high': '60.8380', '3. low': '60.4550', '4. close': '60.5520', '5. volume': '253299'}"
,"{'1. open': '60.7000', '2. high': '60.8380', '3. low': '60.5080', '4. close': '60.6870', '5. volume': '446591'}"
,"{'1. open': '60.5270', '2. high': '60.7700', '3. low': '60.3730', '4. close': '60.6270', '5. volume': '419892'}"
,"{'1. open': '60.6700', '2. high': '60.7480', '3. low': '60.3350', '4. close': '60.4470', '5. volume': '1300998'}"
,"{'1. open': '60.6100', '2. high': '60.7630', '3. low': '60.3950', '4. close': '60.5820', '5. volume': '777537'}"
,"{'1. open': '60.8950', '2. high': '60.9660', '3. low': '60.4630', '4. close': '60.5300', '5. volume': '645181'}"
,"{'1. open': '61.0010', '2. high': '61.1020', '3. low': '60.7400', '4. close': '60.8230', '5. volume': '155143'}"
,"{'1. open': '60.9480', '2. high': '61.1020', '3. low': '60.7550', '4. close': '60.9050', '5. volume': '168511'}"
,"{'1. open': '61.0760', '2. high': '61.1920', '3. low': '60.6950', '4. close': '60.8680', '5. volume': '634110'}"
,"{'1. open': '61.0080', '2. high': '61.2070', '3. low': '60.8530', '4. close': '61.0630', '5. volume': '181861'}"
,"{'1. open': '61.0010', '2. high': '61.2520', '3. low': '60.7930', '4. close': '60.9350', '5. volume': '364755'}"
,"{'1. open': '61.0680', '2. high': '61.1320', '3. low': '60.8450', '4. close': '60.9200', '5. volume': '159241'}"
,"{'1. open': '61.0610', '2. high': '61.2520', '3. low': '60.9130', '4. close': '61.0030', '5. volume': '72383'}"
,"{'1. open': '61.1130', '2. high': '61.2140', '3. low': '60.8380', '4. close': '60.9880', '5. volume': '341028'}"
,"{'1. open': '61.1810', '2. high': '61.2600', '3. low': '60.9280', '4. close': '61.0330', '5. volume': '92283'}"
,"{'1. open': '61.2190', '2. high': '61.3050', '3. low': '61.0100', '4. close': '61.1080', '5. volume': '64082'}"
,"{'1. open': '61.3010', '2. high': '61.4330', '3. low': '61.0700', '4. close': '61.1380', '5. volume': '67912'}"
,"{'1. open': '61.1960', '2. high': '61.3500', '3. low': '61.0100', '4. close': '61.2050', '5. volume': '97141'}"
,"{'1. open': '61.0830', '2. high': '61.2520', '3. low': '60.9130', '4. close': '61.1080', '5. volume': '31125'}"
,"{'1. open': '61.1130', '2. high': '61.2370', '3. low': '60.9350', '4. close': '61.0100', '5. volume': '63211'}"
,"{'1. open': '61.1660', '2. high': '61.2440', '3. low': '60.9200', '4. close': '61.0180', '5. volume': '106594'}"
,"{'1. open': '61.3390', '2. high': '61.4100', '3. low': '60.9580', '4. close': '61.0780', '5. volume': '28307'}"
,"{'1. open': '61.0830', '2. high': '61.3870', '3. low': '60.9280', '4. close': '61.2430', '5. volume': '85200'}"
,"{'1. open': '61.1360', '2. high': '61.1990', '3. low': '60.8830', '4. close': '60.9950', '5. volume': '26350'}"
,"{'1. open': '61.0910', '2. high': '61.1770', '3. low': '60.9430', '4. close': '61.0330', '5. volume': '18250'}"
,"{'1. open': '61.1280', '2. high': '61.1920', '3. low': '60.9800', '4. close': '61.0480', '5. volume': '29000'}"
,"{'1. open': '61.2040', '2. high': '61.2670', '3. low': '60.9200', '4. close': '61.0700', '5. volume': '216500'}"
,"{'1. open': '61.1890', '2. high': '61.3570', '3. low': '61.0400', '4. close': '61.1750', '5. volume': '109450'}"
,"{'1. open': '61.0760', '2. high': '61.3120', '3. low': '60.8750', '4. close': '61.1680', '5. volume': '50700'}"
,"{'1. open': '60.9100', '2. high': '61.1620', '3. low': '60.7630', '4. close': '61.0180', '5. volume': '1850'}"
,"{'1. open': '60.8430', '2. high': '60.9430', '3. low': '60.6580', '4. close': '60.7620', '5. volume': '2700'}"
,"{'1. open': '61.0460', '2. high': '61.1090', '3. low': '60.8680', '4. close': '60.9350', '5. volume': '606'}"
,"{'1. open': '61.0680', '2. high': '61.1990', '3. low': '60.8980', '4. close': '60.9650', '5. volume': '2300'}"
,"{'1. open': '61.0230', '2. high': '61.1620', '3. low': '60.8750', '4. close': '60.9950', '5. volume': '800'}"
,"{'1. open': '60.8500', '2. high': '60.9810', '3. low': '60.7030', '4. close': '60.8380', '5. volume': '7000'}"
,"{'1. open': '60.8880', '2. high': '60.9890', '3. low': '60.7400', '4. close': '60.8450', '5. volume': '1000'}"
,"{'1. open': '60.8730', '2. high': '61.0110', '3. low': '60.7250', '4. close': '60.8680', '5. volume': '1910'}"
,"{'1. open': '60.8730', '2. high': '60.9360', '3. low': '60.7250', '4. close': '60.7930', '5. volume': '300'}"
,"{'1. open': '60.9780', '2. high': '61.0410', '3. low': '60.8000', '4. close': '60.8680', '5. volume': '800'}"
,"{'1. open': '60.7680', '2. high': '60.9740', '3. low': '60.6200', '4. close': '60.8300', '5. volume': '500'}"
,"{'1. open': '60.6620', '2. high': '60.9060', '3. low': '60.5080', '4. close': '60.7320', '5. volume': '900'}"
,"{'1. open': '60.7000', '2. high': '60.7630', '3. low': '60.5000', '4. close': '60.5670', '5. volume': '400'}"
,"{'1. open': '60.8650', '2. high': '60.9280', '3. low': '60.4930', '4. close': '60.5600', '5. volume': '1310'}"
,"{'1. open': '60.9710', '2. high': '61.0340', '3. low': '60.8230', '4. close': '60.8900', '5. volume': '3000'}"
,"{'1. open': '60.9480', '2. high': '61.0110', '3. low': '60.8000', '4. close': '60.8680', '5. volume': '100'}"
,"{'1. open': '60.9250', '2. high': '61.0040', '3. low': '60.6950', '4. close': '60.7850', '5. volume': '1010'}"
,"{'1. open': '60.9400', '2. high': '61.1020', '3. low': '60.7780', '4. close': '60.8830', '5. volume': '3505'}"
,"{'1. open': '61.2190', '2. high': '61.2820', '3. low': '60.9430', '4. close': '61.0100', '5. volume': '1406'}"
,"{'1. open': '61.2260', '2. high': '61.2900', '3. low': '61.0700', '4. close': '61.1380', '5. volume': '200'}"
,"{'1. open': '61.3460', '2. high': '61.4100', '3. low': '61.1530', '4. close': '61.2200', '5. volume': '2900'}"
,"{'1. open': '62.1430', '2. high': '62.2450', '3. low': '61.9850', '4. close': '62.0840', '5. volume': '9132'}"
,"{'1. open': '62.1810', '2. high': '62.2450', '3. low': '61.9930', '4. close': '62.0910', '5. volume': '2500'}"
,"{'1. open': '62.1660', '2. high': '62.2300', '3. low': '61.9780', '4. close': '62.0460', '5. volume': '10690'}"
,"{'1. open': '62.1660', '2. high': '62.2450', '3. low': '62.0150', '4. close': '62.0840', '5. volume': '3640'}"
,"{'1. open': '62.1810', '2. high': '62.2530', '3. low': '62.0150', '4. close': '62.0840', '5. volume': '3704'}"
,"{'1. open': '62.1880', '2. high': '62.2680', '3. low': '62.0230', '4. close': '62.0910', '5. volume': '11820'}"
,"{'1. open': '62.2110', '2. high': '62.2830', '3. low': '62.0530', '4. close': '62.1210', '5. volume': '11897'}"
,"{'1. open': '62.2780', '2. high': '62.3430', '3. low': '62.0750', '4. close': '62.1440', '5. volume': '9302'}"
,"{'1. open': '62.3240', '2. high': '62.3880', '3. low': '62.1350', '4. close': '62.2040', '5. volume': '3500'}"
,"{'1. open': '62.3460', '2. high': '62.4110', '3. low': '62.1500', '4. close': '62.2340', '5. volume': '8112'}"
,"{'1. open': '62.3690', '2. high': '62.4330', '3. low': '62.1950', '4. close': '62.2640', '5. volume': '1800'}"
,"{'1. open': '62.3840', '2. high': '62.5240', '3. low': '62.2330', '4. close': '62.3770', '5. volume': '5400'}"
,"{'1. open': '62.3610', '2. high': '62.4560', '3. low': '62.2100', '4. close': '62.3010', '5. volume': '14990'}"
,"{'1. open': '62.3240', '2. high': '62.3960', '3. low': '62.1730', '4. close': '62.2490', '5. volume': '1625'}"
,"{'1. open': '62.3310', '2. high': '62.3960', '3. low': '62.1580', '4. close': '62.2410', '5. volume': '765'}"
,"{'1. open': '62.3090', '2. high': '62.3960', '3. low': '62.1430', '4. close': '62.2340', '5. volume': '21100'}"
,"{'1. open': '62.2630', '2. high': '62.3360', '3. low': '62.1130', '4. close': '62.1890', '5. volume': '71397'}"
,"{'1. open': '62.2780', '2. high': '62.3430', '3. low': '62.1130', '4. close': '62.1890', '5. volume': '2995'}"
,"{'1. open': '62.2630', '2. high': '62.3880', '3. low': '62.1130', '4. close': '62.2040', '5. volume': '52908'}"
,"{'1. open': '62.2940', '2. high': '62.3580', '3. low': '62.1200', '4. close': '62.1960', '5. volume': '10737'}"
,"{'1. open': '62.2940', '2. high': '62.3660', '3. low': '62.1430', '4. close': '62.2190', '5. volume': '2400'}"
,"{'1. open': '62.2780', '2. high': '62.3580', '3. low': '62.1050', '4. close': '62.1960', '5. volume': '24450'}"
,"{'1. open': '62.3090', '2. high': '62.3730', '3. low': '62.0980', '4. close': '62.1890', '5. volume': '45001'}"
,"{'1. open': '62.3460', '2. high': '62.4260', '3. low': '62.1500', '4. close': '62.2190', '5. volume': '26631'}"
,"{'1. open': '62.3310', '2. high': '62.4180', '3. low': '62.1800', '4. close': '62.2640', '5. volume': '16439'}"
,"{'1. open': '62.3240', '2. high': '62.3960', '3. low': '62.1650', '4. close': '62.2490', '5. volume': '7400'}"
,"{'1. open': '62.3310', '2. high': '62.3960', '3. low': '62.1650', '4. close': '62.2490', '5. volume': '15931'}"
,"{'1. open': '62.3160', '2. high': '62.4180', '3. low': '62.1650', '4. close': '62.2490', '5. volume': '9069'}"
,"{'1. open': '62.2860', '2. high': '62.3510', '3. low': '62.1350', '4. close': '62.2040', '5. volume': '100'}"
,"{'1. open': '62.2710', '2. high': '62.3810', '3. low': '62.1200', '4. close': '62.2340', '5. volume': '1700'}"
,"{'1. open': '62.2560', '2. high': '62.4110', '3. low': '62.1050', '4. close': '62.2560', '5. volume': '47300'}"
,"{'1. open': '62.2560', '2. high': '62.3210', '3. low': '62.1050', '4. close': '62.1740', '5. volume': '400'}"
,"{'1. open': '62.2480', '2. high': '62.3430', '3. low': '62.0980', '4. close': '62.1890', '5. volume': '16100'}"
,"{'1. open': '62.2330', '2. high': '62.3210', '3. low': '62.0830', '4. close': '62.1740', '5. volume': '2488'}"
,"{'1. open': '62.2330', '2. high': '62.2980', '3. low': '62.0750', '4. close': '62.1510', '5. volume': '6154'}"
,"{'1. open': '62.2710', '2. high': '62.3360', '3. low': '62.0830', '4. close': '62.1740', '5. volume': '16817'}"
,"{'1. open': '62.2860', '2. high': '62.3580', '3. low': '62.1130', '4. close': '62.1810', '5. volume': '29352'}"
,"{'1. open': '62.2710', '2. high': '62.3510', '3. low': '62.1050', '4. close': '62.2040', '5. volume': '6570'}"
,"{'1. open': '62.2030', '2. high': '63.2790', '3. low': '62.0530', '4. close': '63.1300', '5. volume': '1018883'}"
,"{'1. open': '62.2480', '2. high': '62.3130', '3. low': '62.0230', '4. close': '62.1140', '5. volume': '63892'}"
,"{'1. open': '62.2780', '2. high': '62.3580', '3. low': '62.0600', '4. close': '62.1740', '5. volume': '2039516'}"
,"{'1. open': '62.3010', '2. high': '62.3960', '3. low': '62.0900', '4. close': '62.1810', '5. volume': '138009'}"
,"{'1. open': '62.3010', '2. high': '62.4560', '3. low': '62.1500', '4. close': '62.2260', '5. volume': '2047471'}"
,"{'1. open': '62.3010', '2. high': '62.3960', '3. low': '62.1280', '4. close': '62.2340', '5. volume': '108416'}"
,"{'1. open': '62.3390', '2. high': '62.4260', '3. low': '61.8650', '4. close': '62.2260', '5. volume': '128168'}"
,"{'1. open': '62.3990', '2. high': '62.5310', '3. low': '61.8630', '4. close': '62.2940', '5. volume': '1623691'}"
,"{'1. open': '62.2560', '2. high': '62.4940', '3. low': '62.0900', '4. close': '62.3090', '5. volume': '5162875'}"
,"{'1. open': '62.2260', '2. high': '62.4640', '3. low': '61.9930', '4. close': '62.1740', '5. volume': '6912081'}"
,"{'1. open': '62.2480', '2. high': '62.4180', '3. low': '62.0530', '4. close': '62.1440', '5. volume': '6301560'}"
,"{'1. open': '62.6840', '2. high': '62.7570', '3. low': '62.0600', '4. close': '62.1660', '5. volume': '7939133'}"
,"{'1. open': '62.4290', '2. high': '62.7570', '3. low': '62.2700', '4. close': '62.6090', '5. volume': '7365991'}"
,"{'1. open': '61.8650', '2. high': '62.6060', '3. low': '61.7150', '4. close': '62.3540', '5. volume': '7875461'}"
,"{'1. open': '62.0000', '2. high': '62.0950', '3. low': '61.6330', '4. close': '61.7980', '5. volume': '5307468'}"
,"{'1. open': '62.0980', '2. high': '62.2000', '3. low': '61.7300', '4. close': '61.9190', '5. volume': '4900022'}"
,"{'1. open': '61.9480', '2. high': '62.1930', '3. low': '61.7600', '4. close': '62.0160', '5. volume': '4599599'}"
,"{'1. open': '61.7370', '2. high': '62.0950', '3. low': '61.4900', '4. close': '61.8660', '5. volume': '4346897'}"
,"{'1. open': '62.0380', '2. high': '62.1170', '3. low': '61.4980', '4. close': '61.6480', '5. volume': '6064218'}"
,"{'1. open': '61.8270', '2. high': '62.1630', '3. low': '61.5500', '4. close': '61.9560', '5. volume': '7049156'}"
,"{'1. open': '61.8730', '2. high': '62.0200', '3. low': '61.6030', '4. close': '61.7460', '5. volume': '7330500'}"
,"{'1. open': '62.5570', '2. high': '62.6440', '3. low': '61.7080', '4. close': '61.7980', '5. volume': '6426958'}"
,"{'1. open': '62.3610', '2. high': '62.7570', '3. low': '62.0980', '4. close': '62.4750', '5. volume': '8921972'}"
,"{'1. open': '62.2410', '2. high': '62.5310', '3. low': '62.0380', '4. close': '62.2790', '5. volume': '6586789'}"
,"{'1. open': '62.6690', '2. high': '62.7360', '3. low': '62.0600', '4. close': '62.1590', '5. volume': '9385556'}"
,"{'1. open': '62.8870', '2. high': '63.0200', '3. low': '62.5100', '4. close': '62.5870', '5. volume': '4997376'}"
,"{'1. open': '62.6320', '2. high': '63.0430', '3. low': '62.4430', '4. close': '62.8120', '5. volume': '4745420'}"
,"{'1. open': '62.7820', '2. high': '62.9300', '3. low': '62.4050', '4. close': '62.5490', '5. volume': '5847916'}"
,"{'1. open': '62.8650', '2. high': '63.0430', '3. low': '62.5100', '4. close': '62.6990', '5. volume': '5042007'}"
,"{'1. open': '63.0600', '2. high': '63.2390', '3. low': '62.6080', '4. close': '62.7890', '5. volume': '7037241'}"
,"{'1. open': '62.9100', '2. high': '63.2010', '3. low': '62.6380', '4. close': '62.9770', '5. volume': '7280025'}"
,"{'1. open': '62.7450', '2. high': '63.1030', '3. low': '62.5400', '4. close': '62.8190', '5. volume': '8298126'}"
,"{'1. open': '62.6540', '2. high': '63.0200', '3. low': '62.4050', '4. close': '62.6690', '5. volume': '7145989'}"
,"{'1. open': '62.3690', '2. high': '62.8550', '3. low': '62.0680', '4. close': '62.5720', '5. volume': '8944359'}"
,"{'1. open': '62.2630', '2. high': '62.4410', '3. low': '61.9180', '4. close': '62.2940', '5. volume': '5236528'}"
,"{'1. open': '62.1360', '2. high': '62.3810', '3. low': '61.9100', '4. close': '62.1740', '5. volume': '4574894'}"
,"{'1. open': '61.6850', '2. high': '62.2830', '3. low': '61.4900', '4. close': '62.0460', '5. volume': '4950386'}"
,"{'1. open': '61.6850', '2. high': '61.9820', '3. low': '61.5050', '4. close': '61.6030', '5. volume': '3805653'}"
,"{'1. open': '61.5190', '2. high': '61.8540', '3. low': '61.3630', '4. close': '61.6030', '5. volume': '2411399'}"
,"{'1. open': '61.6550', '2. high': '61.7260', '3. low': '61.3250', '4. close': '61.4380', '5. volume': '4835607'}"
,"{'1. open': '61.5870', '2. high': '61.9590', '3. low': '61.3780', '4. close': '61.5810', '5. volume': '3132403'}"
,"{'1. open': '61.7150', '2. high': '61.8240', '3. low': '61.3400', '4. close': '61.5060', '5. volume': '2537082'}"
,"{'1. open': '61.5230', '2. high': '61.8160', '3. low': '61.3550', '4. close': '61.6260', '5. volume': '2949109'}"
,"{'1. open': '61.6850', '2. high': '61.7490', '3. low': '61.2740', '4. close': '61.4380', '5. volume': '5740381'}"
,"{'1. open': '61.9030', '2. high': '62.0040', '3. low': '61.5350', '4. close': '61.6110', '5. volume': '3471293'}"
,"{'1. open': '61.6620', '2. high': '62.0040', '3. low': '61.4900', '4. close': '61.8210', '5. volume': '3961647'}"
,"{'1. open': '61.7750', '2. high': '61.9440', '3. low': '61.4900', '4. close': '61.5730', '5. volume': '3898317'}"
,"{'1. open': '61.7970', '2. high': '61.9070', '3. low': '61.5430', '4. close': '61.6860', '5. volume': '3077915'}"
,"{'1. open': '61.4440', '2. high': '61.9440', '3. low': '61.2500', '4. close': '61.7160', '5. volume': '4968138'}"
,"{'1. open': '61.5270', '2. high': '61.6210', '3. low': '61.2650', '4. close': '61.3710', '5. volume': '2979555'}"
,"{'1. open': '61.5190', '2. high': '61.6730', '3. low': '61.3480', '4. close': '61.4460', '5. volume': '3638398'}"
,"{'1. open': '61.4290', '2. high': '61.5910', '3. low': '61.1750', '4. close': '61.4380', '5. volume': '3334951'}"
,"{'1. open': '61.2940', '2. high': '61.5080', '3. low': '61.0630', '4. close': '61.3560', '5. volume': '4101177'}"
,"{'1. open': '61.3840', '2. high': '61.4850', '3. low': '61.0780', '4. close': '61.2130', '5. volume': '3036133'}"
,"{'1. open': '61.2410', '2. high': '61.4930', '3. low': '61.0180', '4. close': '61.3030', '5. volume': '4854510'}"
,"{'1. open': '61.1430', '2. high': '61.3050', '3. low': '60.9650', '4. close': '61.1600', '5. volume': '3153676'}"
,"{'1. open': '61.0760', '2. high': '61.2750', '3. low': '60.8680', '4. close': '61.0630', '5. volume': '3635190'}"
,"{'1. open': '61.1060', '2. high': '61.2520', '3. low': '60.9130', '4. close': '60.9950', '5. volume': '3450729'}"
,"{'1. open': '61.3010', '2. high': '61.3800', '3. low': '60.8980', '4. close': '61.0330', '5. volume': '4009885'}"
,"{'1. open': '61.2410', '2. high': '61.4330', '3. low': '61.0700', '4. close': '61.2200', '5. volume': '2498164'}"
,"{'1. open': '61.1510', '2. high': '61.3870', '3. low': '60.9730', '4. close': '61.1680', '5. volume': '4397659'}"
,"{'1. open': '61.2340', '2. high': '61.3650', '3. low': '60.9580', '4. close': '61.0700', '5. volume': '3551800'}"
,"{'1. open': '61.5720', '2. high': '61.6510', '3. low': '61.0400', '4. close': '61.1530', '5. volume': '5034781'}"
,"{'1. open': '61.6020', '2. high': '61.6700', '3. low': '61.2950', '4. close': '61.4910', '5. volume': '3410421'}"
,"{'1. open': '61.7820', '2. high': '61.9890', '3. low': '61.3780', '4. close': '61.5210', '5. volume': '5845958'}"
,"{'1. open': '61.7220', '2. high': '61.8690', '3. low': '61.3930', '4. close': '61.7010', '5. volume': '3243041'}"
,"{'1. open': '61.6620', '2. high': '61.8990', '3. low': '61.4990', '4. close': '61.6410', '5. volume': '3514701'}"
,"{'1. open': '61.5490', '2. high': '61.7490', '3. low': '61.3700', '4. close': '61.5810', '5. volume': '2693407'}"
